unique Id,transcription
Rodrigo_00374_18,estes a tierra de christianos por la Astragar y llegaron
Rodrigo_00374_19,fasta Simancas. E como lo supieron el Rei don Ramiro
Rodrigo_00374_20,y el conde fernand goncalez sacaron sus huestes y vinierō
Rodrigo_00374_21,sobre ellos y lidiaron alli y plugo a dios qe fueron venci
Rodrigo_00374_22,dos los moros e murieron alli dellos. Sesenta mill moros e
Rodrigo_00374_23,mas e esto fue el dia de Sant yuste e pastor. E dize don lu
Rodrigo_00375_00,cas de tui que era lunes. E el Rei abenhaya de Çaragoca fue
Rodrigo_00375_01,presso y los otros qe pudieron fuir metieronse En vn castillo
Rodrigo_00375_02,que dizen alfondiga y dexaron grandes Aueres en el campo
Rodrigo_00375_03,Mas el Rei don Ramiro y el conde Codiciando mas la san
Rodrigo_00375_04,gre de los moros qe el despojo fueron empos dellos en Alcançe
Rodrigo_00375_05,"matando y astragando, e prendieron todos los otros qe en el"
Rodrigo_00375_06,castillo se metieran por guarescer. E abdarramen rei de cor
Rodrigo_00375_07,doua escapo alli de muerte con muy pocos de los suyos e fuyo
Rodrigo_00375_08,E en Aquel dia escurescio el sol quanto vna hora despues de
Rodrigo_00375_09,esto tornaronse el rei don Ramiro y el conde fernand gonca
Rodrigo_00375_10,les para sus tierras con grandes ganancias de oro e de plata
Rodrigo_00375_11,e de piedras preciosas e de muchas Armas y de otras gran
Rodrigo_00375_12,des Riquezas y con muchos Catiuos. Mas Agora dexa
Rodrigo_00375_13,mos Aqui de fablar desto y diremos del conde fernand
Rodrigo_00375_14,gonçalez. 148 ¶ de como el conde Fernan
Rodrigo_00375_15,goncalez ymbio a dezir al Rei don
Rodrigo_00375_16,Sancho de Nauarra qe si queria en
Rodrigo_00375_17,mendar los tuertos qe tenia fechos a
Rodrigo_00375_18,los castellanos si no que lo Embiaua
Rodrigo_00375_19,a desafiar e lo que el rei don Sancho de
Rodrigo_00375_20,Nauarra respondiera a ello -
Rodrigo_00375_21,aNdados ocho Años del reynado del rei dō Ra
Rodrigo_00375_22,miro qe fue En la hera de Nueuecientos y qua
Rodrigo_00375_23,renta y seis Años quando Andaua el Año de la encarna
Rodrigo_00375_24,cion del
Rodrigo_00376_00,cion del señor En Nueuecientos y ocho Años y el ymperio
Rodrigo_00376_01,de Luis en Nueue. Ymbio el conde fernand goncalez sus cartas
Rodrigo_00376_02,por toda Castilla qe fuessen todos con el caualleros y peones //
Rodrigo_00376_03,fasta en tercero dia. E desque ouo su poder Ayuntado ymbio
Rodrigo_00376_04,vn su cauallero al Rei don Sancho de Nauarra A dezirle qe
Rodrigo_00376_05,si le queria Enmendar los tuertos qe Auia fecho a los caste
Rodrigo_00376_06,llanos si non qe lo ymbiaua a desafiar. E castigo al cauallero
Rodrigo_00376_07,y Auisole en su poridad de todo lo que le Auia de dezir de pala
Rodrigo_00376_08,bra y le mostrasse quantas querellas auia del. El cauallero
Rodrigo_00376_09,fuesse luego para Nauarra. E assi como entro al rei besole
Rodrigo_00376_10,la mano e dixole señor mandadero so del conde fernand gō
Rodrigo_00376_11,çalez y embiauos a dezir qe ha grand querella de uos porqe
Rodrigo_00376_12,"fezistes mucho mal En Castilla grand tiempo ha, en corre"
Rodrigo_00376_13,lla dos vegadas y tres al Año. e por fazerles mayor mal pu
Rodrigo_00376_14,sistes vrā Amistad con los moros. E aun dize que le fezis
Rodrigo_00376_15,tes otro grand tuerto qe mientra el fue Acorrer a estrema
Rodrigo_00376_16,dura qe le entrastes En la tierra y le fezistes ay gran daño
Rodrigo_00376_17,y embiauos a dezir qe si le queredes Enmendar estas quere
Rodrigo_00376_18,llas qe ha de uos y mejorargelas assi como fuere derecho que
Rodrigo_00376_19,vos lo gradescera e qe faredes en ello vrā bondad e mesura
Rodrigo_00376_20,E si non lo quisierdes fazer ymbiauos desafiar. E quando
Rodrigo_00376_21,el cauallero ouo Acabado de dezir Su Razon dixole el rey
Rodrigo_00376_22,don Sancho Assi. Amigo yd dezid al conde que le non mejo
Rodrigo_00376_23,raran Ninguna cossa de quanto el me ymbia a dezir. Mas qe
Rodrigo_00377_00,"me fago marauillado del, como ossa ymbiarme a desafiar"
Rodrigo_00377_01,"y dezidle qe le tengo por loco por ello, ca non fue tam bien acō"
Rodrigo_00377_02,sejado como deuiera. E mucho es agora loçano porque esta
Rodrigo_00377_03,"vez vencio A los moros, mas dezidle qe yo lo yre A buscar y"
Rodrigo_00377_04,que se me non podra defender en torre ni en cerca que yo nō
Rodrigo_00377_05,lo saque dende. E tornose el cauallero con esta Respuesta Ⴒa
Rodrigo_00377_06,el conde fernand goncales y contole todo lo que el rei don
Rodrigo_00377_07,Sancho de Nauarra le ymbiaua a dezir En como le non en
Rodrigo_00377_08,mendaria Ende ninguna cossa e dixole como le Auia Amena
Rodrigo_00377_09,zado muy fuertemente. E quando el conde fernand gonça
Rodrigo_00377_10,lez oyo lo que el Rei de Nauarra le ymbiaua a dezir ouo
Rodrigo_00377_11,ende grand pessar y mando llegar los Ricos homes e los ca
Rodrigo_00377_12,ualleros y nobles de Castilla que Ay eran con el por saber sus
Rodrigo_00377_13,coraçones. e desque fueron todos Ayuntados dixoles assi
Rodrigo_00377_14,"Amigos, muchas soberuias y muchos males nos an fecho"
Rodrigo_00377_15,los Nauarros e nos non les fezimos nin les buscamos nin
Rodrigo_00377_16,gund mal e fasta agora non touimos tiempo para demā
Rodrigo_00377_17,dargelo. E Agora ymbiele a dezir por mi mandadero qe
Rodrigo_00377_18,nos mejorassen los tuertos y los daños qe nos Auian hecho
Rodrigo_00377_19,e semejame qe doblar nos los quieren e sobre esto ymbia
Rodrigo_00377_20,"nos A amenazar el Rei don sancho A mi e A uos, onde es"
Rodrigo_00377_21,menester qe tomemos algun consejo porqe nos venguemos de
Rodrigo_00377_22,llos o nos muramos todos Antes qe sufrir tantos pessares de
Rodrigo_00377_23,esta gente. E Ruegouos como a Vasallos y Amigos buenos
Rodrigo_00378_00,buenos y leales qe los Acomettamos nos e qe non les dub
Rodrigo_00378_01,demos nin les mostremos Couardia ninguna. Ca en dubdar
Rodrigo_00378_02,nos por mucha gente ser nos y a grand mal estança. Ca
Rodrigo_00378_03,en la lid no son todos los homes yguales. E por ciento lan
Rodrigo_00378_04,ças buenas vence la hazienda quando dios quiere. E mas
Rodrigo_00378_05,valen cient caualleros buenos todos de vn coraçon e de vna
Rodrigo_00378_06,voluntad que non fazen trezientos de los otros onde Ay bue
Rodrigo_00378_07,nos y malos Ca non puede al ser. E A las uezes han se vencer
Rodrigo_00378_08,los buenos por los malos E esto es cossa qe Acaesce muchas
Rodrigo_00378_09,"vezes, e pues qe ellos son muchos mas que nos caualleros y"
Rodrigo_00378_10,peones e son muy ligeros de pies y muy esforçados e tiran
Rodrigo_00378_11,"de fazconas e de dardos muy señaladamente, por ende si"
Rodrigo_00378_12,ellos Acomettieren A nos mucho les daremos grand mejoria
Rodrigo_00378_13,Mas si ellos vieren qe nos ymos a ellos y los acomettemos
Rodrigo_00378_14,esforçadamente dexarnos han el campo antes qe los fira
Rodrigo_00378_15,mos. Demas digouos qe si yo por alguna guissa puedo lle
Rodrigo_00378_16,gar al Rei vos veredes qe le acaluñase los tuertos que
Rodrigo_00378_17,nos ha fecho En manera qe Ay porna el cuerpo. E si yo esto
Rodrigo_00378_18,viesse non faria cuenta ninguna de la mi muerte. E alli ve
Rodrigo_00378_19,re como sabedes los castellanos Agradar señor. Estonces
Rodrigo_00378_20,le dixeron ellos qe farian de grado lo qe el mandasse e le A
Rodrigo_00378_21,yudarian Assi como Vasallos buenos deuen fazer A su se
Rodrigo_00378_22,ñor - 149 ¶ de como el conde Fernā
Rodrigo_00378_23,goncalez Mouio Con su hueste Contra
Rodrigo_00379_00,los Nauarros y murio en la batalla
Rodrigo_00379_01,el Rei don Sancho de Nauarra.
Rodrigo_00379_02,eL Conde fernand goncalez mando mouer sus hu
Rodrigo_00379_03,estes contra los Nauarros y entro en su tierra bien
Rodrigo_00379_04,quanto vna Jornada. Y el Rei don sancho de Nauarra
Rodrigo_00379_05,quando oyo dezir qe el conde fernand goncalez le entraua por
Rodrigo_00379_06,la tierra Ayunto toda su gente y fuesse para vn lugar qe dizen
Rodrigo_00379_07,el yra degollado qe es en Valpiri. Y el conde como Auia gran
Rodrigo_00379_08,sabor de vengarse de los Nauarros non quiso attender plazos
Rodrigo_00379_09,luengos mas luego paro sus hazes y el Rei otrosi las suyas
Rodrigo_00379_10,y fueron luego los castellanos a ferir En los Nauarros e
Rodrigo_00379_11,fue alli la fazienda muy ferida y murieron muchos del vn
Rodrigo_00379_12,cabo e del otro. Y tam grande era la priessa del lidiar e
Rodrigo_00379_13,tam de coraçon lo Auian todos qe muy lexos oyan los gol
Rodrigo_00379_14,pes de las espadas e de las hastas de las lanças qe qebra
Rodrigo_00379_15,uan. E el conde Auia muy grand sabor de fallarse con el
Rodrigo_00379_16,"Rei e Andaualo buscando y el rei otrosi del, e conoscie"
Rodrigo_00379_17,ronse en las Armas. E desi fueronse ferir el vno al otro
Rodrigo_00379_18,a todo correr de los cauallos e dieronse tales golpes que
Rodrigo_00379_19,las cuchillas de las lanças les pasaron por los cuerpos del
Rodrigo_00379_20,vn cabo al otro y cayo luego el rei en tierra muerto de A
Rodrigo_00379_21,quella ferida e otrosi cayo el conde En tierra Ca tenia ma
Rodrigo_00379_22,la lançada y non Auia Ay quien lo Acorriesse. E quādo
Rodrigo_00379_23,los Castellanos non vieron a su señor fueron En muy
Rodrigo_00379_24,grand
Rodrigo_00380_00,grand cuita. E touieron qe todos sus buenos hechos qe los
Rodrigo_00380_01,auia alli Acabado y fenescido pues qe entendian qe era
Rodrigo_00380_02,presso o muerto. E tenian qe eran caydos En muy grand
Rodrigo_00380_03,cuita por non poder mas fazer dessi fizoles la verguença
Rodrigo_00380_04,perder el miedo e ouieron por fuerça de Romper las fa
Rodrigo_00380_05,zes de los Nauarros firiendo y matando En ellos fasta qe
Rodrigo_00380_06,llegaron al lugar onde su señor el conde jacia en trrā mal
Rodrigo_00380_07,ferido y fallaronlo assi mal llagado. y Alimpiaronle la
Rodrigo_00380_08,cara de la Sangre y del poluo y subieronlo en somo de vn ca
Rodrigo_00380_09,uallo y començaron de hazer gran llanto por el ca touierō
Rodrigo_00380_10,qe era muerto. Mas el conde fernand gonçalez como era home
Rodrigo_00380_11,muy esforçado y de grand coraçon dixoles qe non era mal
Rodrigo_00380_12,ferido y que pensasen de lidiar y de vencer el campo ca
Rodrigo_00380_13,muerto Auia el al Rei don sancho. y los castellanos co
Rodrigo_00380_14,mençaron luego de lidiar muy Rezio e fuyeron los Naua
Rodrigo_00380_15,rros y dexaron el campo. El conde mando lleuar eston
Rodrigo_00380_16,çe al Rei don Sancho A nauarra mucho honrradamente
Rodrigo_00380_17,porque lo Enterrassen alla En su tierra -
Rodrigo_00380_18,150 ¶ de como el conde de
Rodrigo_00380_19,Tolosa Vino En Ayuda del
Rodrigo_00380_20,Rei de Nauarra
Rodrigo_00380_21,dEspues que el rei don Sancho de Nauarra fue
Rodrigo_00380_22,"muerto y los Nauarros vencidos, llego el conde"
Rodrigo_00380_23,de tolosa e de Piteos que venia en su Ayuda del rei don
Rodrigo_00380_24,Sancho. E quando supo este Conde que el rei Era muerte ouo
Rodrigo_00381_00,Ende muy grand pessar. e dixo qe el queria yr A lidiar
Rodrigo_00381_01,Con los castellanos y vengar la muerte del rei don san
Rodrigo_00381_02,"cho si pudiesse, e allegaronse todos los Nauarros del e"
Rodrigo_00381_03,quando lo supo el conde fernand goncales como el conde
Rodrigo_00381_04,"de tolosa venia sobrel con todos los Nauarros, mando lue"
Rodrigo_00381_05,"go mouer para alla, Mas los caualleros fueron despagados"
Rodrigo_00381_06,del porque siempre Auian de andar Armados qe los nunca
Rodrigo_00381_07,dexaua holgar. e dixeron esta vida no es sino para los
Rodrigo_00381_08,peccados. Ca nos quieren mas semejar a los de la hueste an
Rodrigo_00381_09,tigua qe nunca cansan dia nin noche. E este nrō señor
Rodrigo_00381_10,el conde fernand goncalez semeja a Sathanas e nos a los
Rodrigo_00381_11,sus criados que nunca folgamos sino quando sacamos
Rodrigo_00381_12,almas de homes. E el non ha duelo de nos qe suffrimos //
Rodrigo_00381_13,"tal vida, nin de ssi qe tiene tal ferida. onde es menester qe"
Rodrigo_00381_14,aquello qe veemos que non esta bien qe ge lo digamos e qe
Rodrigo_00381_15,por su loçania non cayga el nin nos en grand yerro. E
Rodrigo_00381_16,esto visto entre ellos escogieron vn cauallero qe llamauā
Rodrigo_00381_17,diego laynes que ge lo dixesse al conde por todos aquellos
Rodrigo_00381_18,qe Auian Acordado. E dixole assi señor si lo touieredes
Rodrigo_00381_19,por bien estad quedado fasta qe estedes guarido e non
Rodrigo_00381_20,querades por mala cobdicia caer En gran yerro. Ca non
Rodrigo_00381_21,se home En el mundo qe pudiesse durar tal vida qual nos
Rodrigo_00381_22,fazemos. Ca la vuestra gran codicia nos faze oluidar lo
Rodrigo_00381_23,qe seria mesura. E señor las cossas non estan siempre
Rodrigo_00381_24,en vn estado Mas deue home Auer gran seso en el lidiar
Rodrigo_00381_25,si non
Rodrigo_00382_00,si non podria perder Ay todos los sus buenos hechos. On
Rodrigo_00382_01,de ha menester qe folguedes vos y vrās gentes fasta qe
Rodrigo_00382_02,"seades sano desta ferida qe tenedes, e de mientra yran lle"
Rodrigo_00382_03,gandose vrās compañas qe son muchas por venir. e des
Rodrigo_00382_04,pues yremos a lidiar con el conde de tolosa y vencerlo emos
Rodrigo_00382_05,si dios quisiere. E non tengades señor qe vos lo dezimos por
Rodrigo_00382_06,"couardia ninguna, mas porque vos queremos guardar"
Rodrigo_00382_07,como A vrās Almas. Despues qe diego laynes ouo Aca
Rodrigo_00382_08,"bado su Razon, respuso el conde assi. Don nuño laynes"
Rodrigo_00382_09,buena Razon Auedes dicho e departistes muy bien las
Rodrigo_00382_10,"cossas assi como son, mas pero non vos semeja guissado de"
Rodrigo_00382_11,nos Alongar esta lid. Ca vn dia qe home pierde nunca Ja
Rodrigo_00382_12,mas puede tornar en el. e si nos tenemos agora tiempo y
Rodrigo_00382_13,queremos attender otro por ventura nunca lo tal cobra
Rodrigo_00382_14,remos. El home que quiere estar vicioso y dormir y fol
Rodrigo_00382_15,gar non quiere lleuar al de Aqueste mundo E deste tal
Rodrigo_00382_16,mueren los sus fechos el dia qe el sale deste mundo. El vi
Rodrigo_00382_17,cioso y el lazerado Antes han de morir y non lo pueden es
Rodrigo_00382_18,"cusar el vno ni el otro, mas los buenos fechos nunca mu"
Rodrigo_00382_19,eren Antes fincan En Remembrança de aquel qe los fa
Rodrigo_00382_20,ze y toman dello Enxemplo los otros qe vienen enpos
Rodrigo_00382_21,del. todos los qe grandes fechos fizieron y passaron por
Rodrigo_00382_22,muchos trabajos Non comieron quanto ganaron En cena
Rodrigo_00382_23,Nin en yantar E ouieron de oluidar los vicios de la
Rodrigo_00383_00,Carne Non cuentan de Alexandre los dias ni los aos
Rodrigo_00383_01,mas cuentan los sus buenos fechos y las cauallerias que
Rodrigo_00383_02,"fizo, e otrosi de Judas machabeo y del emperador carlos"
Rodrigo_00383_03,y de otros muchos qe por los sus buenos fechos qe hizierō
Rodrigo_00383_04,seran Nombrados fasta la fin del mundo. e de los qe Al
Rodrigo_00383_05,gunos buenos fechos non hazen no fablan dellos cosa
Rodrigo_00383_06,alguna mas qe si non fueran nascidos. E por ende el home
Rodrigo_00383_07,a de catar En que despendamos nrō tiempo e contar los
Rodrigo_00383_08,dias e los Años ca los qe son passados de balde nunca los
Rodrigo_00383_09,podremos cobrar. E quando el conde fernand gonçalez
Rodrigo_00383_10,ouo Acabado su Razon touieron todos que dezia muy
Rodrigo_00383_11,bien e qe Aquello era lo mejor. e dixeron qe todos ellos
Rodrigo_00383_12,farian todo quanto les el mandasse e touiesse por bien
Rodrigo_00383_13,e desi mando luego mouer de alli toda su gente y fuesse pa
Rodrigo_00383_14,ra Aquel lugar do estaua el conde de tolosa con los Naua
Rodrigo_00383_15,rros y en poca hora fueron En grand priessa los castellanos
Rodrigo_00383_16,Ca Auian de passar vn rrio qe Avinie turbio e muy grā
Rodrigo_00383_17,de de las Aguas qe Auia fecho. y los tolosanos y los Naua
Rodrigo_00383_18,rros qe estauan de la otra parte no los dexauan passar //
Rodrigo_00383_19,Mas los Castellanos non dexaron por esso de passar dā
Rodrigo_00383_20,do e Recibiendo muchos golpes de hazconas e dardos e
Rodrigo_00383_21,saetas. E despues qe fueron de la otra parte ordeno el
Rodrigo_00383_22,conde fernand gonzales sus hazes e fueron ferir En los
Rodrigo_00383_23,Tolosanos y en los Nauarros muy de rezio. E fue Ay muy
Rodrigo_00383_24,ferida
Rodrigo_00384_00,ferida Aquella fazienda del vn cabo y del otro. e lazerauan
Rodrigo_00384_01,los tolosanos y los gascones mas pero como eran muchos aque
Rodrigo_00384_02,xauan A los castellanos e yuase cubriendo el campo de homes
Rodrigo_00384_03,muertes. E quando el conde fernand goncalez vio qe los non
Rodrigo_00384_04,"podia vencer tam Ayna como el queria, començo de esfor"
Rodrigo_00384_05,çar los suyos y de ferir en los tolosanos muy de Rezio e An
Rodrigo_00384_06,daua por las hazes como leon brauo diziendo onde estas
Rodrigo_00384_07,conde de tolosa Sal Aca A lidiar con el conde don fernando e
Rodrigo_00384_08,firiendo fuertemente En los gascones esforçando A los suyos di
Rodrigo_00384_09,ziendo a los suyos esforçad Amigos y herid de Rezio que vē
Rodrigo_00384_10,cido Auedes el campo Ca yo so el conde fernan gonçalez estō
Rodrigo_00384_11,çes los gascones Començaron de huir por las montañas e
Rodrigo_00384_12,finco su señor En el campo con muy poca compaña. E quā
Rodrigo_00384_13,do vio qe el conde fernand goncalez lo Andaua buscando por
Rodrigo_00384_14,qe lo non touiessen por couarde e por mintroso apartose de
Rodrigo_00384_15,la su compaña e fueronse ferir Amos los condes. e diole el
Rodrigo_00384_16,conde fernand gonçalez tal lançada qe le passo todas las
Rodrigo_00384_17,guarniciones e cayo el conde de tolosa muerto del cauallo en
Rodrigo_00384_18,tierra. despues qe los tolosanos vieron A su señor muerto
Rodrigo_00384_19,"començaron de fuyr, pero qe prisieron los castellanos treziē"
Rodrigo_00384_20,tos caualleros dellos y de los Nauarros. E desque el conde
Rodrigo_00384_21,fernand goncalez ouo Arrancado el campo. descendio de su
Rodrigo_00384_22,cauallo y desarmo Al conde de tolosa por su mano e fizolo ba
Rodrigo_00384_23,ñar E desi hizolo vestir Vn chamelote muy Rico que ga
Rodrigo_00385_00,nara Quando Venciera a Almançor. E mando hazer
Rodrigo_00385_01,vn atahud e pusieronlo En el e cubriolo con vn paño pre
Rodrigo_00385_02,ciado e fizolo plegar con clauos de plata. e solto todos a
Rodrigo_00385_03,quellos pressos qe tenia y dioles qe despendiessen. e fizolos
Rodrigo_00385_04,Jurar qe se non quitasen de Aquel su señor fasta que lo
Rodrigo_00385_05,ouiessen lleuado a su tierra. E este año otrosi murio el
Rodrigo_00385_06,Emperador Luis. E Reino Empos del corado El primero
Rodrigo_00385_07,siete años. E este emperador corado nunca pudo auer la
Rodrigo_00385_08,bendicion del Apostolico segund qe conuenia A emperador
Rodrigo_00385_09,assi como el emperador luis qe la nunca ouo por quanto este
Rodrigo_00385_10,Luis fizo muchos males e cossas desaguisadas En el reyno
Rodrigo_00385_11,de ytalia e por ende nunca la pudo Auer. E despues a
Rodrigo_00385_12,tiempo qe el conde fernand gonçalez ouo passado por muchas
Rodrigo_00385_13,fortunidades e ouo Acabado muy grandes hechos Enfer
Rodrigo_00385_14,mo E murio su muerte e fue Enterrado En el dicho moneste
Rodrigo_00385_15,rio de Sant Pedro de Arlança mucho honrradamente e ouo
Rodrigo_00385_16,el condado de Castilla su hijo el conde don garci hernandez.
Rodrigo_00385_17,151 ¶ del conde garci hernan
Rodrigo_00385_18,dez de Castilla.
Rodrigo_00385_19,mVerto el conde hernand gonçalez los Altos homes
Rodrigo_00385_20,de Castilla Alçaron conde a don garci hernandez
Rodrigo_00385_21,fijo del conde fernand goncales. e fue muy noble señor e
Rodrigo_00385_22,muy poderoso En mayor gente y caualleria Que non Alcan
Rodrigo_00385_23,ço su pa
Rodrigo_00386_00,ço su padre e fizo grandes fechos e ouo grandes faziendas
Rodrigo_00386_01,con los moros y gano dellos muchos lugares. E en su tiem
Rodrigo_00386_02,po fueron los Ricos homes de Castilla pujados En grandes
Rodrigo_00386_03,estados y Riquezas y temidos En grandes honores y en grā
Rodrigo_00386_04,prez. Pero que despues a tiempo se leuanto contra el su fi
Rodrigo_00386_05,jo don sancho e gran partida de los altos homes de casti
Rodrigo_00386_06,lla. E por esta manera qe las gentes estauan departidas
Rodrigo_00386_07,con el padre e con el fijo y en grandes diuisiones ouieron los
Rodrigo_00386_08,moros lugar de hazer grand mal y daño en tierra de christia
Rodrigo_00386_09,nos y ganaron Algunos lugares e fizieron mucho mal e da
Rodrigo_00386_10,ño pero qe despues a tiempo su fijo el conde don sancho lo
Rodrigo_00386_11,Recobro todo ganando de los moros mucha tierra y ensan
Rodrigo_00386_12,chando En su condado. Este conde garci hernandez estando
Rodrigo_00386_13,desauenido con su fijo don sancho y con los altos homes de
Rodrigo_00386_14,Castilla e non podiendo suffrir el mal e daño qe los moros
Rodrigo_00386_15,fazian en la tierra fue contra ellos con muy poca gente e
Rodrigo_00386_16,ouo su batalla con ellos e fue vencido y presso el conde gar
Rodrigo_00386_17,ci fernandez y estando presso En poder de los moros murio
Rodrigo_00386_18,alla el conde garci hernandez. E despues a tiempo dieron
Rodrigo_00386_19,los moros al conde don sancho el cuerpo del conde garci fer
Rodrigo_00386_20,nandez su padre E fizolo Enterrar En sant Pedro de Car
Rodrigo_00386_21,deña dos leguas de burgos mucho honrradamente.-
Rodrigo_00386_22,152 ¶ del Conde don Sancho
Rodrigo_00386_23,y de lo que fizo -.
Rodrigo_00387_00,eL conde don garci hernandez desqe fue muerto
Rodrigo_00387_01,fizieron conde a su hijo don Sancho. Este con
Rodrigo_00387_02,de don Sancho fue muy noble y sesudo e mucho esforça
Rodrigo_00387_03,do y era hombre En que Auia muchas virtudes e mu
Rodrigo_00387_04,chas bondades y mucho Amador de los suyos e muy hu
Rodrigo_00387_05,milldoso A grandes y pequeños. Este conde don sancho ga
Rodrigo_00387_06,no a peñafiel y a sepulueda e A maderuelo y A montejo
Rodrigo_00387_07,e A gormaz e A osma e a sant esteuan qe Auian perdido
Rodrigo_00387_08,los christianos quando el conde garci fernandez su padre
Rodrigo_00387_09,fuera presso. e fizo mucho mal a los moros. Este conde
Rodrigo_00387_10,don sancho dio los fueros Antiguos de Sepuluega a los cas
Rodrigo_00387_11,tellanos. Este conde don sancho dio la libertad a los caua
Rodrigo_00387_12,lleros de Castilla qe non fuessen tenidos de pagar pechos
Rodrigo_00387_13,nin tributo nin fuessen con los señores sin les dar sus
Rodrigo_00387_14,soldadas. Ca de Antes dauan pecho e yuan con su señor
Rodrigo_00387_15,sin soldada. Este conde don sancho ouo un fijo que di
Rodrigo_00387_16,xeron don garcia qe mataron En leon A traicion e ouo
Rodrigo_00387_17,vna fija que dixeron doña Eluira qe fue reina de Aragō
Rodrigo_00387_18,y de Nauarra de que fablaremos adelante si dios quisiere
Rodrigo_00387_19,su madre deste conde don Sancho seyendo Enamorada
Rodrigo_00387_20,de vn principe de los moros touo En coracon de matar a
Rodrigo_00387_21,su fijo porque el fijo muerto ella pudiesse hazer su maldad
Rodrigo_00387_22,"con los moros, con los castillos y las fortalezas qe tenia"
Rodrigo_00387_23,e Avino assi vn dia que ella boluio toxico En el vino
Rodrigo_00387_24,para dar
Rodrigo_00388_00,para dar a beuer a su fijo e vna su cobijera violo y des
Rodrigo_00388_01,cubriolo Al conde don Sancho. E quando vino el conde
Rodrigo_00388_02,A uer a su madre demando del vino la madre para el
Rodrigo_00388_03,fijo e troxieronlo mas el fijo qe sabia la maldad de la
Rodrigo_00388_04,"madre Rogole qe beuiesse ella primero, y ella non quiso"
Rodrigo_00388_05,pero qe quiso o que non a la porcima ouolo ella de beuer
Rodrigo_00388_06,y lo que ella mal mezclara para matar al hijo con ello ma
Rodrigo_00388_07,to assi mesma Ca lo ouo de beuer avnqe mal le pesso y mu
Rodrigo_00388_08,rio. El conde don Sancho despues de muerta la ma
Rodrigo_00388_09,dre Auiendo grand pessar de su muerte ouo gran con
Rodrigo_00388_10,tricion En su coraçon porqe assi muriera su madre e fizo
Rodrigo_00388_11,penitencia y por esta Razon hizo vn noble monesterio
Rodrigo_00388_12,A que oy dizen Oña en tierra de hurueña. e pusole este
Rodrigo_00388_13,nombre porqe En Aquel tiempo assi llamauan a las ma
Rodrigo_00388_14,"dres Oña, mi oña. E porque En Repentimiento de la ma"
Rodrigo_00388_15,dre a quien llamauā mi oña fiziera Aquel monesterio
Rodrigo_00388_16,pusole nombre mi oña y a la porcima vencio muchas fa
Rodrigo_00388_17,ziendas con los moros e fue muy bien Andante y dio el
Rodrigo_00388_18,Alma A dios buena y limpia y sancta y soterraronlo en
Rodrigo_00388_19,aquel monasterio de oña qe el fiziera -
Rodrigo_00388_20,153 ¶ de como Reino don
Rodrigo_00388_21,Alfonso y de lo qe fizo -
Rodrigo_00388_22,aGora torna Aqui el cuento y dize la histo
Rodrigo_00388_23,ria Que muerto el Rei don fruela Que reyno
Rodrigo_00389_00,don Alfonso fijo del Rei don Ordoño En la hera de nue
Rodrigo_00389_01,uecientos y treinta y tres años e de la Encarnacion del
Rodrigo_00389_02,Señor En ochocientos y nouenta y cinco años. E Reino
Rodrigo_00389_03,cinco Años e Reino cinco Años y siete messes. Este rei
Rodrigo_00389_04,don Alfonso caso con vna muger qe dixeron doña xime
Rodrigo_00389_05,na y ouo della vn fijo qe dixeron don Ordoño el malo
Rodrigo_00389_06,qe mataron cerca de Cordoua. Este Rei don Alfonso //
Rodrigo_00389_07,mas con liuiandad qe con virtud puso en su coraçon de
Rodrigo_00389_08,tener carrera de confession e seruir a dios y biuir En
Rodrigo_00389_09,penitencia e fizo voto de obra de religion. e teniendo
Rodrigo_00389_10,esto En coraçon quiso dexar el reino a su hermano don
Rodrigo_00389_11,Ramiro. Y embiolo a dezir a su hermano con sus man
Rodrigo_00389_12,daderos. Y el ynfante don Ramiro quando lo oyo
Rodrigo_00389_13,tomo grand Caualleria e vinose para Zamora e don
Rodrigo_00389_14,Alfonso dexo el Reino y fuesse A meter monje en el mo
Rodrigo_00389_15,nesterio de los sanctos a que Agora dizen sant fagun qe
Rodrigo_00389_16,es en la Ribera del rio de Ceya e tomo habito de religion
Rodrigo_00389_17,y carrera de profession -
Rodrigo_00389_18,154 ¶ de como Reyno don Ra
Rodrigo_00389_19,miro y de lo que fizo -
Rodrigo_00389_20,dOn Ramiro Reino en la hera de Nueueciē
Rodrigo_00389_21,tos y treinta y nueue años y de la Encarnaci
Rodrigo_00389_22,on del señor En Nouecientos y Vn Años y Reino diez
Rodrigo_00389_23,y ocho años y dos meses. E el era home de grandes lides
Rodrigo_00389_24,e mouio
Rodrigo_00390_00,e mouio su caualleria Contra los moros. E el Ayuntando
Rodrigo_00390_01,la gente con don Alfonso. su hermano el qe con locura de
Rodrigo_00390_02,"xara el Reino e se metiera monje, salio de la mongia e"
Rodrigo_00390_03,vino A la cibdad de leon y començose alli de Alçar e que
Rodrigo_00390_04,rer ser otra uez Rei. Y el Rei don Ramiro quando lo su
Rodrigo_00390_05,po tomo toda la caualleria y fue contra el hermano y
Rodrigo_00390_06,cercolo En leon y touolo cercado dos años e A mal de su
Rodrigo_00390_07,grado ouose de dar al rei don Ramiro su hermano. y el
Rodrigo_00390_08,Rei don Ramiro mandolo prender y meter En carcel
Rodrigo_00390_09,E estando el rei don Ramiro En esto alçaronse En astu
Rodrigo_00390_10,rias los fijos del rei don fruela don alfonso y don ordoño
